runSeed,testYear,wDE,wCOBYLA
1728356533,2020,"[0.3069570995790666, 0.4080224690802607, 0.2617100873970811, 0.023310343943591612]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
1728356533,2021,"[0.3361000346137937, 0.3596282599715797, 0.27095770128438934, 0.03331400413023736]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
1728356533,2022,"[0.25643933800306834, 0.4543570031820777, 0.24151811663747824, 0.04768554217737561]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
1728356533,2023,"[0.342076019738692, 0.5416057485704207, 0.07841800421868947, 0.03790022747219785]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
3533734220,2007,"[0.4295502187631844, 0.21423980885833727, 0.30688012329776826, 0.04932984908071018]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
3533734220,2008,"[0.6129315563592708, 0.29951171243533387, 0.08738811769255674, 0.00016861351283857976]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
3533734220,2009,"[0.5130733809110036, 0.29270725317335905, 0.15979788606232412, 0.03442147985331321]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
3533734220,2010,"[0.5864805102174548, 0.07633877979770835, 0.2709747756918623, 0.06620593429297457]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
3533734220,2011,"[0.5693495895314217, 0.24107346348557826, 0.18957519756666544, 1.749416334687863e-06]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
3533734220,2012,"[0.5681263099368237, 0.24348223373409036, 0.1883912218693908, 2.34459695110013e-07]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
3533734220,2013,"[0.5256728272545353, 0.3105797955675906, 0.14388561120400345, 0.019861765973870557]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
3533734220,2014,"[0.5137617810122949, 0.36605629753529084, 0.12009157589686888, 9.034555554533181e-05]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
3533734220,2015,"[0.32108752346609437, 0.23375507606856516, 0.32910345653905415, 0.11605394392628629]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
3533734220,2016,"[0.4169844750706273, 0.2601104228745538, 0.2531251318302164, 0.06977997022460258]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
3533734220,2017,"[0.31331876051130575, 0.36829771657642085, 0.28004139448047377, 0.03834212843179963]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
3533734220,2018,"[0.32682390953038, 0.3743753205108858, 0.26734027422715506, 0.03146049573157924]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
3533734220,2019,"[0.3067083525571699, 0.40885302929307615, 0.26097633237028045, 0.023462285779473548]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
3533734220,2020,"[0.3015700707358255, 0.4171305622420172, 0.2611049672177576, 0.02019439980439965]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
3533734220,2021,"[0.3348236251828732, 0.3597637669654327, 0.2708684383472498, 0.03454416950444439]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
3533734220,2022,"[0.2915940873933552, 0.46796198793918564, 0.21712903470522207, 0.02331488996223705]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
3533734220,2023,"[0.3405533290082377, 0.5385532102710294, 0.08066582882307324, 0.04022763189765959]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
2342600226,2007,"[0.4238596317005758, 0.2332159712574007, 0.3294400984433837, 0.013484298598639926]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
2342600226,2008,"[0.6129371254276726, 0.29943821860489733, 0.0873906405353391, 0.00023401543209100885]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
2342600226,2009,"[0.5100289378156093, 0.2747874403560478, 0.18685828960008063, 0.02832533222826231]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
2342600226,2010,"[0.5816762479262083, 0.10038577917267417, 0.25501999206926457, 0.06291798083185292]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
2342600226,2011,"[0.5709798039174855, 0.2415658147190109, 0.1863356065370887, 0.0011187748264148807]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
2342600226,2012,"[0.5685976873776012, 0.24211733687405507, 0.18928483480596633, 1.409423774794587e-07]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
2342600226,2013,"[0.525438597914577, 0.3087158982217496, 0.149611089152278, 0.016234414711395372]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
2342600226,2014,"[0.5072974970770392, 0.3830265585512546, 0.10902798955221944, 0.0006479548194868429]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
2342600226,2015,"[0.32193371134730897, 0.23800327636455101, 0.32285912490483315, 0.11720388738330693]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
2342600226,2016,"[0.4211860109712244, 0.18892900541499233, 0.3250809932721715, 0.06480399034161168]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
2342600226,2017,"[0.31965580791165477, 0.3703012800172078, 0.2743527423470948, 0.035690169724042625]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
2342600226,2018,"[0.3251304290650527, 0.3785580592271686, 0.26443654540133205, 0.03187496630644659]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
2342600226,2019,"[0.3087441450113101, 0.41771029193297615, 0.2500548523176239, 0.02349071073808972]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
2342600226,2020,"[0.3012317057474476, 0.41669204443818686, 0.26221990577405063, 0.019856344040314784]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
2342600226,2021,"[0.3342404022536122, 0.3601141626990167, 0.2716895858081042, 0.033955849239266964]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
2342600226,2022,"[0.25450947910721905, 0.4445801599622503, 0.2488891651802784, 0.05202119575025209]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
2342600226,2023,"[0.34155601451309014, 0.5427013643349899, 0.07801703604778483, 0.03772558510413511]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
1904449481,2007,"[0.42730744113345, 0.2317146788091713, 0.3284746416140458, 0.012503238443332891]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
1904449481,2008,"[0.6137566613263439, 0.2981602234203635, 0.0875415244035181, 0.0005415908497745089]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
1904449481,2009,"[0.4911157603342678, 0.28293285683408836, 0.19881987891727063, 0.0271315039143734]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
1904449481,2010,"[0.5496392958510703, 0.10899088669355457, 0.31924796949577083, 0.022121847959604403]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
1904449481,2011,"[0.5695901507545985, 0.24309693066447718, 0.18731246292781228, 4.556531120152001e-07]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
1904449481,2012,"[0.5693132837856374, 0.24195686254032597, 0.1887277930576266, 2.060616410003985e-06]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
1904449481,2013,"[0.5267180843447943, 0.30810570390738684, 0.14875987875058583, 0.01641633299723305]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
1904449481,2014,"[0.5188720742371371, 0.4190360218611583, 0.059993426514406194, 0.002098477387298376]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
1904449481,2015,"[0.3117336913401713, 0.24929651964388116, 0.3165920259295357, 0.12237776308641184]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
1904449481,2016,"[0.41660079593512006, 0.2610351644372284, 0.2537209152849808, 0.06864312434267072]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
1904449481,2017,"[0.322772878470849, 0.3698107515573745, 0.2770943777463653, 0.03032199222541117]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
1904449481,2018,"[0.32775075878571497, 0.37470074648096263, 0.2685046598121871, 0.02904383492113537]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
1904449481,2019,"[0.28140529343436577, 0.4181698701621206, 0.28308240766958026, 0.017342428733933466]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
1904449481,2020,"[0.3325307735856024, 0.36307981986854443, 0.26950137301004, 0.03488803353581317]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
1904449481,2021,"[0.33487474677135215, 0.3601190037595005, 0.27124150174686196, 0.033764747722285236]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
1904449481,2022,"[0.25618456653527544, 0.45095175179334535, 0.24405016345480515, 0.04881351821657396]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
1904449481,2023,"[0.34193075289790564, 0.541090354278077, 0.0788841391869178, 0.03809475363709953]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
1934709049,2007,"[0.4383981937150291, 0.22044315978269025, 0.3384573008344219, 0.0027013456678587487]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
1934709049,2008,"[0.6150504827347705, 0.2960694973147819, 0.08770144492674259, 0.001178575023705137]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
1934709049,2009,"[0.5062566636630393, 0.2619646496449415, 0.19130672573766988, 0.04047196095434927]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
1934709049,2010,"[0.5575324456420333, 0.03636021788481385, 0.3455372929740068, 0.060570043499146]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
1934709049,2011,"[0.5691560166093261, 0.24287964122019357, 0.18796323691041195, 1.1052600682933047e-06]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
1934709049,2012,"[0.5696908838807867, 0.24245387075679356, 0.18784457508345742, 1.0670278962404583e-05]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
1934709049,2013,"[0.5340022290671629, 0.30963191645531585, 0.14309507115782905, 0.013270783319692092]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
1934709049,2014,"[0.5104496470848413, 0.3808449044594139, 0.10870407928857775, 1.3691671670594371e-06]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
1934709049,2015,"[0.31894317787207094, 0.23595925248121682, 0.3287885275931797, 0.11630904205353258]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
1934709049,2016,"[0.42446900713194835, 0.25245992404891254, 0.2470226191447181, 0.07604844967442095]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
1934709049,2017,"[0.3136455895254306, 0.36313744846190193, 0.28724927564905617, 0.0359676863636114]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
1934709049,2018,"[0.329175203008145, 0.36593790067768145, 0.26855764577623253, 0.036329250537941137]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
1934709049,2019,"[0.3283331720940111, 0.3522581500873025, 0.2839938195130673, 0.03541485830561915]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
1934709049,2020,"[0.32946182433017873, 0.3370569164592941, 0.2962830052115491, 0.037198253998978165]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
1934709049,2021,"[0.3353272886821176, 0.3603911814724329, 0.27078559353269177, 0.033495936312757796]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
1934709049,2022,"[0.2719261355590931, 0.4729023978044882, 0.21176385402661826, 0.04340761260980042]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
1934709049,2023,"[0.35754320484066593, 0.5176193841378864, 0.09122544312855155, 0.03361196789289612]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
975982877,2007,"[0.43810239600223816, 0.2208220632240639, 0.33758866031778795, 0.003486880455910059]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
975982877,2008,"[0.6131279410858594, 0.2991386021632775, 0.08736583001267743, 0.00036762673818558906]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
975982877,2009,"[0.4823931722921245, 0.2865721289437775, 0.2029936852279606, 0.02804101353613745]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
975982877,2010,"[0.5617027772751662, 0.03964882947922973, 0.34399624969598946, 0.05465214354961472]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
975982877,2011,"[0.5680609349752658, 0.24330017008779314, 0.18862895912572472, 9.935811216334502e-06]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
975982877,2012,"[0.5704974385282545, 0.23953612604242405, 0.18985803975414203, 0.00010839567517941751]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
975982877,2013,"[0.5326257404003999, 0.31909834772060486, 0.13046852580512003, 0.017807386073875147]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
975982877,2014,"[0.5059307892530299, 0.38291172774109894, 0.11115736525389561, 1.1775197551941479e-07]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
975982877,2015,"[0.31750259036060513, 0.24530715458145813, 0.3182322637935944, 0.11895799126434232]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
975982877,2016,"[0.41327790471098186, 0.2631390622086686, 0.25713588145978367, 0.06644715162056582]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
975982877,2017,"[0.32121325092160263, 0.3748993108084494, 0.268500427184024, 0.035387011085923854]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
975982877,2018,"[0.3259650976978878, 0.3844093991907308, 0.2597754551000057, 0.029850048011375748]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
975982877,2019,"[0.3059745318593958, 0.40887681448767543, 0.26170046305936784, 0.02344819059356106]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
975982877,2020,"[0.33147836574881717, 0.36157572314332137, 0.27187364335873765, 0.03507226774912364]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
975982877,2021,"[0.33577509429582214, 0.35801902653849005, 0.27230976320137606, 0.03389611596431178]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
975982877,2022,"[0.29396691322525836, 0.46941007706672283, 0.2133894399850655, 0.023233569722953235]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
975982877,2023,"[0.3384902179433131, 0.5406509491159638, 0.08095414662263639, 0.03990468631808683]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
395720737,2007,"[0.4298867314105609, 0.2309019400740792, 0.3265192914322604, 0.01269203708309947]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
395720737,2008,"[0.6133528843839466, 0.2986053552036988, 0.08755024685595533, 0.0004915135563993308]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
395720737,2009,"[0.5063217342769389, 0.2695396157934876, 0.1910819644229569, 0.033056685506616515]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
395720737,2010,"[0.5758869714592013, 0.040855310305594056, 0.3159068484110588, 0.0673508698241458]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
395720737,2011,"[0.5692245647581866, 0.24325452906540845, 0.1875195269696189, 1.3792067860836196e-06]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
395720737,2012,"[0.5688520119312206, 0.2456179579657995, 0.18144359296359203, 0.00408643713938787]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
395720737,2013,"[0.5274539377774909, 0.3086871270178643, 0.14233265818332283, 0.021526277021321923]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
395720737,2014,"[0.5119667954106389, 0.42147983160652225, 0.05901211641651502, 0.007541256566323781]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
395720737,2015,"[0.311314368991396, 0.2497795420787525, 0.3153608705151837, 0.12354521841466777]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
395720737,2016,"[0.42399696798902864, 0.2505260364109569, 0.251587016375855, 0.07388997922415966]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
395720737,2017,"[0.31425117622502563, 0.36710947593396015, 0.28133218620462686, 0.03730716163638738]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
395720737,2018,"[0.328065403015156, 0.3654357982831863, 0.26985800285868716, 0.036640795842970704]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
395720737,2019,"[0.30567237186076746, 0.40928509770514526, 0.2623718346429454, 0.022670695791142025]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
395720737,2020,"[0.3040575111597866, 0.4174026982349234, 0.25638717943787603, 0.022152611167414023]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
395720737,2021,"[0.33583491554328854, 0.3577923017719119, 0.27227354416216215, 0.034099238522637354]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
395720737,2022,"[0.2569998097264258, 0.45805092432198313, 0.23905777453970206, 0.04589149141188902]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
395720737,2023,"[0.33739937153724225, 0.5419528234255769, 0.07960873730976444, 0.04103906772741645]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
2381923522,2007,"[0.43412681484723264, 0.22184676000355716, 0.3423368513440101, 0.001689573805200087]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
2381923522,2008,"[0.6136789799679968, 0.2981387054524546, 0.08751200242440485, 0.0006703121551437075]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
2381923522,2009,"[0.501759441121178, 0.27015982053798204, 0.19911514336980346, 0.028965594971036495]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
2381923522,2010,"[0.5875908824747753, 0.07513758780348721, 0.2715794012435583, 0.06569212847817935]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
2381923522,2011,"[0.5681936526780151, 0.24251408623733944, 0.1892130444007604, 7.921668388507092e-05]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
2381923522,2012,"[0.5701305493452531, 0.24129102471428213, 0.1885783654117635, 6.052870135113744e-08]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
2381923522,2013,"[0.5198234783482943, 0.33135499681059055, 0.1145403758950755, 0.034281148946039695]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
2381923522,2014,"[0.509585826925919, 0.42172726347575273, 0.05983042263002138, 0.008856486968306952]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
2381923522,2015,"[0.31490511871548654, 0.24531799697822834, 0.31958536299187656, 0.12019152131440868]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
2381923522,2016,"[0.4186201927795563, 0.2539208959060081, 0.2601467232184385, 0.06731218809599718]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
2381923522,2017,"[0.3170521663736219, 0.3720275705207319, 0.2754923685277588, 0.035427894577887475]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
2381923522,2018,"[0.32819666450989626, 0.37136685117859997, 0.26433501205548715, 0.036101472256016634]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
2381923522,2019,"[0.30569202125219, 0.4083531091590633, 0.26224290532076966, 0.023711964267977028]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
2381923522,2020,"[0.3347799998898811, 0.359336939665106, 0.2721966070823383, 0.033686453362674694]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
2381923522,2021,"[0.3355249533174057, 0.3589397409750888, 0.27153843319507576, 0.033996872512429666]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
2381923522,2022,"[0.2577391046611893, 0.4595477175950471, 0.2379658674664054, 0.04474731027735809]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
2381923522,2023,"[0.3560116254576811, 0.5175156687751254, 0.0911352008873526, 0.03533750487984072]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
3813457838,2007,"[0.4340663276359286, 0.22177057891634336, 0.34416280270939875, 2.907383291325209e-07]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
3813457838,2008,"[0.6136075747246703, 0.2983764861800318, 0.0873002471038117, 0.0007156919914860761]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
3813457838,2009,"[0.510608682160672, 0.29004629691260897, 0.1639184633674457, 0.035426557559273326]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
3813457838,2010,"[0.5765978286194496, 0.03892651464056644, 0.3008829088494266, 0.08359274789055735]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
3813457838,2011,"[0.5684867106003169, 0.2427614403097036, 0.18861004945328932, 0.00014179963669013428]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
3813457838,2012,"[0.5694685118965573, 0.24118752464229654, 0.1893414207117874, 2.5427493586441867e-06]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
3813457838,2013,"[0.5282082284945046, 0.3212552838474557, 0.11564129452802054, 0.03489519313001932]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
3813457838,2014,"[0.5170589975256219, 0.41742553767745266, 0.06012507334637473, 0.0053903914505507656]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
3813457838,2015,"[0.30965560842743356, 0.24660595373400196, 0.3204354610180603, 0.12330297682050428]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
3813457838,2016,"[0.418504316432558, 0.2571023528350239, 0.2548150922502466, 0.06957823848217141]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
3813457838,2017,"[0.32004708169675916, 0.3686805596555605, 0.2782725750846792, 0.03299978356300117]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
3813457838,2018,"[0.3255590340576909, 0.37566327460946247, 0.2665205492429465, 0.032257142089900284]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
3813457838,2019,"[0.30325116481588793, 0.4124188036534096, 0.262499919960597, 0.02183011157010538]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
3813457838,2020,"[0.30391041728525736, 0.4136343295912559, 0.2597738899285117, 0.02268136319497502]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
3813457838,2021,"[0.3351010987850811, 0.3588657412723277, 0.27139197441477525, 0.03464118552781598]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
3813457838,2022,"[0.25637672899096137, 0.453629927890505, 0.2422648045318501, 0.0477285385866836]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
3813457838,2023,"[0.3575002672082621, 0.5182759471722769, 0.09161261131859431, 0.03261117430086654]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
274093026,2007,"[0.4194280175076014, 0.23119297766679522, 0.3382709833123531, 0.011108021513250192]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
274093026,2008,"[0.6133320922130705, 0.2988435289655393, 0.08751892399470275, 0.000305454826687487]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
274093026,2009,"[0.5073720473066112, 0.2690423421275099, 0.194126075125463, 0.029459535440415803]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
274093026,2010,"[0.5875376318564777, 0.08587085008773479, 0.25171978479796525, 0.07487173325782234]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
274093026,2011,"[0.5690161787411998, 0.2433424502566486, 0.18764118335180702, 1.876503444675646e-07]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
274093026,2012,"[0.5704014668755432, 0.24077333782948365, 0.18875567607766847, 6.951921730475763e-05]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
274093026,2013,"[0.5659579296651099, 0.27453478174571144, 0.1284224862902777, 0.031084802298901027]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
274093026,2014,"[0.5081776922708039, 0.3808074359336129, 0.1109743998057682, 4.047198981511074e-05]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
274093026,2015,"[0.31977416769322387, 0.22894460665085856, 0.33599963173150094, 0.11528159392441671]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
274093026,2016,"[0.4181213998620965, 0.24972768777745216, 0.2666551525475734, 0.06549575981287788]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
274093026,2017,"[0.3115086781804511, 0.3701840486546372, 0.2796982109174091, 0.03860906224750256]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
274093026,2018,"[0.3257198137073578, 0.37631068251361954, 0.26586092002031114, 0.0321085837587114]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
